bhk,rent,size,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,posted_on,floor_level,suburb,id
2,14000,1100,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Survey Park,243
2,7200,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Sodepur,244
1,7000,500,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,June,1,Baranagar,245
2,7500,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Cantonment,246
2,8500,1250,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,June,Ground,Barasat,247
2,12000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,June,Ground,Sector II,248
1,8500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,June,Ground,Dakshineswar,249
2,9500,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Garia Station Rd,250
2,7500,550,Carpet Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,June,Ground,New Garia,251
3,20000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,June,Ground,Sector II,252
2,8500,650,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Kolkata,253
3,20000,1050,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,June,Ground,Sector II,254
2,6000,960,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Dum Dum,255
2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Joka,256
1,7000,550,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Kasba,257
2,7000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Dum Dum Jn,258
1,6500,450,Super Area,Kolkata,Unfurnished,Family,1,Contact Owner,April,3,Baishnabghata Patuli Township,259
2,10000,850,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,June,1,Agarpara,260
1,5200,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,July,Ground,Dum Dum,261
2,7000,500,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Garia,262
2,12000,756,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Dash Drone,263
1,15000,1000,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,2,Barrackpore,264
1,5000,150,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Anandapur,265
1,8000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,Ground,Newtown,266
2,8000,700,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,June,2,Gandhi Colony,267
1,5000,420,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,June,3,EM Bypass,268
2,10000,800,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,June,Ground,Gandhi Colony,269
2,12000,288,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,June,2,Kasba,270
2,8000,900,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Tegharia,271
2,21000,850,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,July,1,Sector II,272
1,5000,350,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,June,1,Thakurpukur,273
2,9000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,Ground,Baghajatin Place,274
3,35000,1330,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,July,1,Sector II,275
3,15000,1300,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Lake Town,276
2,6200,800,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,Ground,Kestopur,277
2,7000,850,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,July,Ground,Baranagar,278
1,5000,322,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,May,1,Dum Dum Jn,279
2,6500,800,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Agarpara,280
4,40000,1500,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,July,Ground,Sector 1,281
3,40000,3500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Bidhannagar,282
1,6500,850,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,1,Baksara,283
2,10000,900,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,June,Ground,Birati,284
2,15000,600,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Agarpara,285
1,5000,350,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Agarpara,286
2,7000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Thakurpukur,287
2,6000,320,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Baishnabghata Patuli Township,288
3,15000,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,Ground,Jyangra,289
2,10000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,July,1,Baghajatin Place,290
2,22000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,1,Sector 1,291
3,35000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,Ground,Sector 1,292
2,7000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Gandhi Colony,293
3,8500,1430,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Baguihati,294
2,6000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,May,1,Dum Dum Jn,295
4,35000,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,3,Contact Owner,June,Ground,Behala,296
1,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Thakurpukur,297
2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,1,Garia Station Rd,298
2,6000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Belghoria,299
3,15000,1200,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,June,1,Lake Town,300
2,9000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,3,Baguiati,301
1,5000,300,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,May,Ground,Barrackpore,302
3,35000,1300,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,July,Ground,Sector II,303
3,35000,1320,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,July,Ground,Sector 1,304
2,11000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,April,Ground,Anandapuri,305
2,6500,800,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Kolkata,306
2,6000,900,Super Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Baguiati,307
3,36125,1700,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,April,Ground,Bidhannagar,308
2,8500,850,Carpet Area,Kolkata,Unfurnished,Family,2,Contact Owner,June,1,Barasat,309
2,5000,550,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,1,Birati,310
1,6500,650,Carpet Area,Kolkata,Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Garia Station Rd,311
2,4500,475,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Birati,312
1,6000,200,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,Ground,NDITA,313
1,10000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,Ground,NDITA,314
2,12000,550,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,2,NDITA,315
2,12000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Dum Dum,316
2,9000,1000,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,May,2,Airport Area,317
1,5000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,June,Ground,Rajpur Sonarpur,318
1,6000,300,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,1,EM Bypass,319
2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Bisharpara,320
2,5500,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Bisharpara,321
2,23000,1100,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,July,Ground,Sector II,322
2,5500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Behala,323
2,8500,780,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,June,Ground,Airport Area,324
3,22000,1100,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,Ground,Sector II,325
1,5500,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Barrackpore,326
1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,May,3,Sahaganj,327
1,5000,450,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,July,1,Bansdroni Mauza,328
2,6500,550,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,May,Ground,Kaikhali,329
3,10000,1000,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,April,2,Bansdroni,330
2,10000,1200,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Sodepur,331
1,5200,220,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Newtown,332
1,4000,350,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Behala,333
2,5146,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Sodepur,334
3,7000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Sahaganj,335
2,8500,700,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Behala,336
2,8000,650,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,2,Baghajatin Place,337
3,15000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,May,1,Tollygunge,338
5,22500,960,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Kasba,339
2,12500,1250,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Newtown,340
3,14000,950,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Kaikhali,341
1,9500,600,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,1,NDITA,342
2,7000,750,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Baguihati,343
3,20000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Bansdroni,344
1,6500,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Agent,July,Ground,NDITA,345
2,6500,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Dum Dum,346
2,9500,850,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Baguiati,347
1,1800,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Shyam Bazar,348
2,7500,650,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Baghajatin Place,349
2,10000,800,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Bansdroni,350
3,15000,830,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,3,Dum Dum,351
2,7000,600,Super Area,Kolkata,Unfurnished,Bachelors,1,Contact Agent,July,Ground,Kestopur,352
2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,1,Chandannagar,353
2,18000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,June,Ground,Sector 1,354
2,10000,800,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,June,Ground,Garia,355
2,6000,1200,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Madhyamgram,356
2,10000,750,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,May,4,Kumorpara,357
3,10000,1500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,11,Santoshpur,358
2,7000,450,Super Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Dum Dum,359
4,10000,1200,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,June,5,Naihati,360
2,6000,500,Super Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,11,Kolkata,361
2,18000,900,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Garia,362
2,8000,530,Super Area,Kolkata,Semi-Furnished,Family,1,Contact Owner,June,2,Baghajatin Place,363
2,13000,650,Carpet Area,Kolkata,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Lake Gardens,364
2,20000,700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,May,Ground,Sector II,365
2,6000,400,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Baishnabghata Patuli Township,366
1,10000,400,Carpet Area,Kolkata,Semi-Furnished,Bachelors,1,Contact Owner,June,Ground,New Garia,367
2,14000,700,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,May,Ground,Santoshpur,368
2,10000,850,Carpet Area,Kolkata,Semi-Furnished,Bachelors,2,Contact Owner,July,1,Baranagar,369
2,10500,558,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,June,3,Tollygunge,370
2,6000,800,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,3,Thakurpukur,371
2,12000,900,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Bansdroni Mauza,372
1,3700,150,Carpet Area,Kolkata,Unfurnished,Bachelors,1,Contact Owner,June,1,Lake Gardens,373
3,40000,1600,Carpet Area,Kolkata,Unfurnished,Bachelors,2,Contact Agent,June,Ground,Sector II,374
1,2200,700,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Baranagar,375
1,3300,175,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,Ground,Newtown,376
3,60000,1700,Carpet Area,Kolkata,Semi-Furnished,Bachelors,3,Contact Agent,June,1,Bidhannagar,377
1,5000,400,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,May,4,Kestopur,378
2,11000,600,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,July,Ground,Beleghata,379
3,22000,1150,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,2,Contact Agent,July,1,Sector II,380
3,65000,2210,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,3,Contact Owner,June,Ground,Newtown,381
2,7500,675,Super Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Owner,April,Ground,Dum Dum,382
2,45000,1320,Super Area,Kolkata,Furnished,Bachelors/Family,2,Contact Owner,June,Lower,Ballygunge,383
1,5000,250,Carpet Area,Kolkata,Unfurnished,Bachelors/Family,1,Contact Agent,June,Ground,NDITA,384
2,12000,720,Super Area,Kolkata,Unfurnished,Bachelors,2,Contact Owner,May,Ground,Shyam Bazar,385
2,70000,750,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,June,4,Santacruz West,386
3,75000,1100,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,May,2,3W22+CPM,387
1,14000,640,Super Area,Mumbai,Furnished,Bachelors/Family,1,Contact Owner,June,6,Mira Road,388
1,60000,650,Super Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,June,4,Mumbai,389
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,July,43,PB Marg,390
1,22000,460,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,Sion,391
4,130000,1650,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,July,13,Imax,392
1,32000,500,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,May,1,Sion,393
1,30000,490,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,July,2,Sion East,394
2,28000,518,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,5,Bhandup West,395
2,85000,777,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,18,CASTLE ROCK,396
2,35000,650,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,July,6,Charkop Gaon,397
3,270000,1800,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,June,3,Bandra West,398
5,400000,2308,Carpet Area,Mumbai,Furnished,Family,5,Contact Agent,July,17,Infiniti Mall,399
1,21000,425,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,July,11,BUILDING NO. 11C,400
1,22000,270,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,June,14,Mahim West,401
2,100000,850,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,July,4,Prabhadevi,402
2,60000,888,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,9,Powai Vihar Rd,403
2,8000,650,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,June,Upper,Nalasopara West,404
1,20000,275,Carpet Area,Mumbai,Unfurnished,Bachelors,1,Contact Agent,June,19,Worli,405
2,20000,700,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,June,3,Western Express Hwy,406
1,25000,375,Super Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Lal Baug,407
1,14000,424,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,3,Malad East,408
1,19411,400,Super Area,Mumbai,Furnished,Bachelors/Family,2,Contact Owner,June,8,Goregaon West,409
1,23000,450,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,June,6,Thakur Village,410
4,190000,2079,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,July,4,G D Ambekar Rd,411
3,110000,1200,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,60,Lodha Venezia,412
2,44000,722,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,34,Marathon Ave,413
1,20000,450,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Agent,May,5,Thakur Complex,414
1,25000,500,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Ghatkopar West,415
2,40000,680,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Agent,July,5,N G ROYAL PARK,416
2,43000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,July,14,Moti Nagar,417
1,75000,550,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,May,5,Bandra West,418
1,32000,470,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,May,6,Central Area,419
2,65000,710,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,11,Imax,420
2,45000,750,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,May,12,Imax,421
2,57000,800,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,June,6,Chembur,422
1,27000,435,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,July,3,Film City Rd,423
1,57000,500,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,1,Contact Agent,May,26,Off,424
1,40000,540,Carpet Area,Mumbai,Semi-Furnished,Family,2,Contact Agent,June,2,Vile Parle East,425
2,95000,1050,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Agent,July,25,Off,426
2,85000,700,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,June,25,Off,427
4,300000,1600,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,4,Contact Agent,June,53,PB Marg,428
2,80000,600,Carpet Area,Mumbai,Furnished,Bachelors/Family,1,Contact Agent,June,2,Breach Candy,429
1,13000,300,Super Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Malad West,430
1,28000,550,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Owner,May,3,Ghatkopar,431
3,89000,932,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,14,Powai,432
2,13000,600,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Mira Road,433
2,38000,560,Carpet Area,Mumbai,Furnished,Bachelors,2,Contact Owner,July,Ground,Andheri East,434
1,32000,450,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,June,10,Goregaon West,435
4,350000,3000,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,5,Contact Agent,May,39,The World Towers,436
1,40000,600,Carpet Area,Mumbai,Furnished,Family,2,Contact Agent,June,3,Lokhandwala Complex,437
3,170000,1400,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,July,4,Khar West,438
1,30000,320,Super Area,Mumbai,Furnished,Family,1,Contact Owner,May,12,Worli,439
2,210000,1000,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,June,4,Bandra West,440
3,75000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,July,32,Kanakia Levels,441
2,55000,696,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,13,Chandivali,442
3,300000,2500,Carpet Area,Mumbai,Semi-Furnished,Bachelors,3,Contact Agent,July,47,Mumbai,443
3,70000,1150,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,3,Contact Agent,July,7,Kanakia Levels,444
3,62000,950,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,June,6,Bhakti Park,445
2,42000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,May,11,RNA Royale Park,446
2,130000,715,Carpet Area,Mumbai,Furnished,Bachelors/Family,2,Contact Agent,May,5,Bandra West,447
3,170000,1337,Carpet Area,Mumbai,Furnished,Bachelors/Family,3,Contact Agent,May,28,Oberoi Splendor Grande,448
2,41000,750,Carpet Area,Mumbai,Unfurnished,Bachelors,2,Contact Agent,May,6,RNA Royale Park,449
2,65000,760,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,June,4,Prabhadevi,450
2,50000,750,Carpet Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Agent,June,8,Green Park,451
2,85000,650,Carpet Area,Mumbai,Semi-Furnished,Bachelors,2,Contact Agent,July,2,Breach Candy,452
2,50000,1000,Super Area,Mumbai,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,4,Ghatkopar East,453
1,30000,570,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,1,Contact Owner,April,Ground,Kurla West,454
2,60000,760,Carpet Area,Mumbai,Unfurnished,Family,2,Contact Agent,July,3,Mumbai,455
3,110000,1500,Carpet Area,Mumbai,Unfurnished,Bachelors/Family,4,Contact Agent,July,17,Bhakti Park,456
3,84500,1150,Carpet Area,Mumbai,Unfurnished,Family,3,Contact Agent,July,10,Chembur,457
3,80000,1100,Carpet Area,Mumbai,Semi-Furnished,Family,3,Contact Agent,June,8,Gurudwara,458
1,34000,365,Carpet Area,Mumbai,Furnished,Family,1,Contact Agent,July,18,Malad East,459
